Patent ID;Al2O3;BaO;Bi2O3;CaO;CeO2;Fe2O3;K2O;La2O3;Li2O;MgO;Na2O;Nb2O5;P2O5;SiO2;SrO;Ta2O5;TiO2;WO3;Y2O3;ZnO;ZrO2
US20240025797A1;0.03;15.19;0;0;0;0;3.52;0;0;0;5.97;14.15;0;49.58;0.31;0;9.24;0;0;0;2
US20240025797A1;0.03;15.71;0;0;0;0;4.8;0;0;0;6.89;17.14;0;48.16;0.3;0.01;4.97;0;0;0;1.99
US20240025797A1;0.03;14.38;0;0;0;0;4.63;0;0;0;6.86;15.99;0;49.52;0.3;0.01;6.28;0;0;0;2
US20240025797A1;0.02;13.13;0;0;0;0;4.48;0;0;0;6.84;14.92;0;50.83;0.27;0;7.53;0;0;0;1.99
US20240025797A1;0.02;11.96;0;0;0;0;4.32;0;0;0;6.82;13.91;0;52.04;0.25;0;8.69;0;0;0;1.99
US20240025797A1;0.03;15.2;0;0;0;0;4.39;0;0;0;6.64;15.98;0;48.93;0.31;0.01;6.53;0;0;0;1.99
US20240025797A1;0.03;13.91;0;0;0;0;4.24;0;0;0;6.62;14.9;0;50.23;0.29;0;7.78;0;0;0;1.99
US20240025797A1;0.02;12.71;0;0;0;0;4.1;0;0;0;6.6;13.88;0;51.48;0.26;0;8.94;0;0;0;2
US20240025797A1;0.03;14.71;0;0;0;0;4;0;0;0;6.38;14.88;0;49.66;0.3;0;8.03;0;0;0;2
US20240025797A1;0.03;13.48;0;0;0;0;3.86;0;0;0;6.37;13.86;0;50.93;0.28;0;9.19;0;0;0;1.99
US20240025797A1;0.03;14.25;0;0;0;0;3.63;0;0;0;6.13;13.83;0;50.38;0.3;0;9.45;0;0;0;2
US20240025797A1;0.02;11.09;0;0;0;0;4.1;0;0;0;6.73;12.95;0;53.02;0.23;0;9.88;0;0;0;1.99
US20240025797A1;0.02;12.2;0;0;0;0;3.92;0;0;0;6.51;13.23;0;52.1;0.25;0;9.77;0;0;0;2
US20240025797A1;0.02;10.73;0;0;0;0;3.75;0;0;0;6.49;12.01;0;53.61;0.22;0;11.17;0;0;0;1.99
US20240025797A1;0.02;12.95;0;0;0;0;3.7;0;0;0;6.28;13.2;0;51.56;0.27;0;10.02;0;0;0;1.99
US20240025797A1;0.02;11.82;0;0;0;0;3.57;0;0;0;6.27;12.28;0;52.72;0.24;0;11.08;0;0;0;2
US20240025797A1;0.02;10.4;0;0;0;0;3.41;0;0;0;6.26;11.11;0;54.18;0.22;0;12.4;0;0;0;1.99
US20240025797A1;0.03;13.56;0;0;0;0;3.35;0;0;0;5.99;12.84;0;51.23;0.28;0;10.72;0;0;0;1.99
US20240025797A1;0.02;12.41;0;0;0;0;3.23;0;0;0;5.99;11.93;0;52.41;0.25;0;11.75;0;0;0;1.99
US20240025797A1;0.02;11.33;0;0;0;0;3.13;0;0;0;5.99;11.06;0;53.49;0.24;0;12.74;0;0;0;2
US20240025797A1;0.02;9.98;0;0;0;0;2.99;0;0;0;5.99;9.98;0;54.88;0.21;0;13.97;0;0;0;1.99
US20240025797A1;0.03;14.94;0;0;0.02;0;0;3.88;0;0;11.96;5.98;0;44.83;0.31;0;4.98;0;11.06;0;2
US20240025797A1;0.03;14.94;0;0;0.01;0;0;2.06;0;0;11.95;7.27;0;44.84;0.31;0;6.28;0;9.66;0;2.64
US20240025797A1;0.04;14.94;0;0;0.03;0;0;5.65;0;0;11.96;5.98;0;44.82;0.31;0;4.98;0;9.28;0;2
US20240025797A1;0.03;14.94;0;0;0.02;0;0;3.67;0;0;11.96;7.29;0;44.84;0.31;0;6.29;0;7.99;0;2.65
US20240025797A1;0.03;14.93;0;0.02;0.04;0;0;7.06;0;0;11.95;7.34;0;44.82;0.31;0;6.34;0;4.46;0;2.68
US20240025797A1;0.02;14.93;0;0.02;0.07;0;0;12.1;0;0;11.94;5.98;0;44.81;0.3;0;4.98;0;2.84;0;1.99
US20240025797A1;0.02;14.94;0;0.02;0.06;0;0;8.86;0;0;11.95;7.37;0;44.81;0.31;0;6.38;0;2.6;0;2.69
US20240025797A1;0.03;14.93;0;0.02;0.04;0;0;6.77;0;0;11.96;8.27;0;44.82;0.3;0;7.27;0;2.44;0;3.14
US20240025797A1;0.03;14.93;0;0.02;0.09;0;0;14.93;0;0;11.94;5.98;0;44.79;0.31;0;4.98;0;0;0;2
US20240025797A1;0.04;14.93;0;0.02;0.06;0;0;9.07;0;0;11.96;8.32;0;44.81;0.31;0;7.32;0;0;0;3.16
US20240025797A1;0.03;14.94;0;0.02;0.04;0;0;7.04;0;0;11.96;9.14;0;44.81;0.31;0;8.13;0;0;0;3.57
US20240025797A1;0.03;14.93;0;0.02;0.03;0;0;6.08;0;0;11.95;6.67;0;44.82;0.31;0;5.68;0;7.13;0;2.34
US20240025797A1;0.03;14.94;0;0;0.03;0;0;4.16;0;0;11.96;7.61;0;44.83;0.31;0;6.61;0;6.71;0;2.81
US20240025797A1;0.03;14.94;0;0;0.01;0;0;2.45;0;0;11.96;8.45;0;44.84;0.31;0;7.45;0;6.33;0;3.23
US20240025797A1;0.03;14.94;0;0;0.03;0;0;5.82;0;0;11.96;7.64;0;44.82;0.3;0;6.65;0;4.97;0;2.83
US20240025797A1;0.03;14.94;0;0;0.03;0;0;5.58;0;0;11.96;8.53;0;44.83;0.31;0;7.54;0;2.98;0;3.27
US20240025797A1;0.03;14.95;0;0;0.02;0;0;3.84;0;0;11.95;9.3;0;44.84;0.31;0;8.3;0;2.81;0;3.65
US20240025797A1;0.03;14.94;0;0;0.03;0;0;5.37;0;0;11.95;9.35;0;44.84;0.31;0;8.35;0;1.14;0;3.68
US20240025797A1;0.03;14.94;0;0;0.02;0;0;3.26;0;0;11.95;9.78;0;44.84;0.31;0;8.78;0;2.18;0;3.89
US20240025797A1;0.03;14.94;0;0;0.03;0;0;4.67;0;0;11.96;10.09;0;44.83;0.31;0;9.1;0;0;0;4.04
US20240025797A1;0.04;19.91;0;0;0;0;3.98;0;0;0;5.97;17.92;0;44.79;0.42;0.01;4.98;0;0;0;1.99
US20240025797A1;0.01;4;0;4;0.06;0.01;3.99;9.49;0;0.03;3.99;9.49;0;37.96;3.99;0;9.49;0;3.99;0;9.49
US11485676B2;0.0175;3.05;0;7.19;0;0;0.11;0;0;0.62;14.47;46.09;23.93;0;0;0.0444;4.49;0;0;0;0
US11485676B2;0.0173;5.26;0;4.99;0;0;0.11;0;0;0.57;14.02;43.76;23.49;0;0;0.0398;7.75;0;0;0;0
US11485676B2;0;2.93;0;4.84;0;0;3.7;0;0;2.81;10.85;46.45;24.04;0;0;0.0448;4.32;0;0;0;0
US11485676B2;0.017;7.4;0;2.88;0;0;0.0922;0;0;0.52;13.59;41.52;23.06;0;0;0.0393;10.89;0;0;0;0
US11485676B2;0;5.06;0;2.75;0;0;3.64;0;0;2.73;10.48;44.23;23.62;0;0;0.0402;7.45;0;0;0;0
US11485676B2;0;2.99;0;2.8;0;0;6.54;0;0;4.62;7.96;46.5;24.13;0;0;0.0409;4.41;0;0;0;0
US11485676B2;0.0167;10.09;0;0.21;0;0;0.0906;0;0;0.47;13.06;38.65;22.54;0;0;0.0348;14.85;0;0;0;0
US11485676B2;0;7.59;0;0.16;0;0;3.79;0;0;2.78;9.82;41.52;23.13;0;0;0.0396;11.18;0;0;0;0
US11485676B2;0;5.52;0;0.0953;0;0;6.86;0;0;4.73;7.13;43.68;23.65;0;0;0.0403;8.12;0;0;0;0
US11485676B2;0;3.27;0;0.0324;0;0;10.18;0;0;6.85;4.19;46.39;24.22;0;0;0.0411;4.82;0;0;0;0
US11485676B2;0;0;0;3.71;0;0;9.98;0;9.31;0;0.0262;38.98;22.97;0;0;0.0368;14.99;0;0;0;0
US11485676B2;0;6.52;0;0;0;0;10.01;0;6.48;0;0;39.05;22.9;0;0;0.0346;15.01;0;0;0;0
US11485676B2;0;3.49;0;3.48;0;0;9.99;0;6.09;0;0;39;22.91;0;0;0.0378;15;0;0;0;0
US11485676B2;0;0;0;6.58;0;0;9.97;0;6.56;0;0;38.95;22.93;0;0;0.0369;14.98;0;0;0;0
US11485676B2;0;9.39;0;0;0;0;10.01;0;3.65;0;0;39.06;22.83;0;0;0.0353;15.01;0;0;0;0
US11485676B2;0;6.18;0;3.52;0;0;9.98;0;3.47;0;0;38.99;22.84;0;0;0.0346;14.99;0;0;0;0
US11485676B2;0;3.53;0;6.18;0;0;9.97;0;3.47;0;0;38.96;22.86;0;0;0.0341;14.99;0;0;0;0
US11485676B2;0;0;0;9.53;0;0;9.97;0;3.73;0;0;38.9;22.89;0;0;0.0371;14.95;0;0;0;0
US11485676B2;0;13.24;0;0;0;0;9.93;0;0;0;0;39.01;22.78;0;0;0.0362;15;0;0;0;0
US11485676B2;0;9.53;0;3.79;0;0;9.93;0;0;0;0;38.95;22.8;0;0;0.0355;14.97;0;0;0;0
US11485676B2;0;6.69;0;6.69;0;0;9.91;0;0;0;0;38.9;22.81;0;0;0.0349;14.96;0;0;0;0
US11485676B2;0;3.82;0;9.58;0;0;9.9;0;0;0;0;38.87;22.84;0;0;0.0343;14.95;0;0;0;0
US11485676B2;0;0;0;13.47;0;0;9.89;0;0;0;0;38.83;22.86;0;0;0.0373;14.92;0;0;0;0
US11485676B2;0;4.02;0;4.17;0;0;4.98;0;4.89;0;5.31;35.87;20.78;0;0.0153;0.0324;14.94;0;0;4.98;0
US11485676B2;0;4.28;0;3.05;0;0;8.94;0;3.54;0;3.92;36.99;20.61;0;0.0157;0.0332;14.96;0;0;3.66;0
US11485676B2;0;5.45;0;5.6;0;0;4.98;0;3.56;0;3.85;35.87;21.3;0;0.82;0.0328;14.94;0;0;3.6;0
US11485676B2;0;4.49;0;2.19;0;0;12.09;0;2.5;0;2.81;37.84;20.42;0;0.032;0.0338;14.97;0;0;2.63;0
US11485676B2;0;5.64;0;4.52;0;0;8.71;0;2.32;0;2.58;36.93;21.1;0;0.79;0.0335;14.97;0;0;2.41;0
US11485676B2;0;6.54;0;6.74;0;0;4.98;0;2.45;0;2.71;35.89;21.71;0;1.46;0.0332;14.96;0;0;2.54;0
US11485676B2;0;4.71;0;1.27;0;0;15.4;0;1.36;0;1.64;38.78;20.27;0;0.0326;0.0344;14.99;0;0;1.52;0
US11485676B2;0;5.86;0;3.74;0;0;11.67;0;1.29;0;1.51;37.74;20.97;0;0.81;0.0341;14.98;0;0;1.5;0
US11485676B2;0;6.69;0;5.58;0;0;8.74;0;1.28;0;1.48;36.94;21.49;0;1.41;0.0339;14.97;0;0;1.39;0
US11485676B2;0;7.66;0;7.86;0;0;4.98;0;1.38;0;1.57;35.9;22.11;0;2.11;0.0335;14.95;0;0;1.46;0
US11485676B2;0;5;0;0;0;0;19.85;0;0;0;0.028;39.97;20.1;0;0.0335;0.0353;14.99;0;0;0;0
US11485676B2;0;6.24;0;2.81;0;0;15.39;0;0;0;0.0277;38.76;20.87;0;0.89;0.0349;14.97;0;0;0;0
US11485676B2;0;7.15;0;4.85;0;0;12.14;0;0;0;0.0274;37.86;21.44;0;1.54;0.0346;14.97;0;0;0;0
US11485676B2;0;8.03;0;6.82;0;0;8.98;0;0;0;0;37.02;21.98;0;2.18;0.0343;14.96;0;0;0;0
US11485676B2;0;9.16;0;9.37;0;0;4.96;0;0;0;0;35.89;22.67;0;2.99;0.034;14.94;0;0;0;0
US11485676B2;0;5;0;6.01;0;0;5;0;4.99;0;4.98;39;24.99;0;0;0.0341;10.01;0;0;0;0
US11485676B2;0;0;0;24.84;0;0;4.93;0;0;0;0;26.07;24.09;0;0;0.025;20.05;0;0;0;0
US11485676B2;0;0;0;19.98;0;0;5;0;0;0;0.0232;27.99;24.99;0;0;0.026;22;0;0;0;0
US11485676B2;0;0;0;18.9;0;0;4.96;0;0;0;0.0251;35.03;23.04;0;0;0.0317;18.02;0;0;0;0
US11485676B2;0;0;0;17.49;0;0;7.5;0;0;0;0.0233;27.98;24.99;0;0;0.0261;22;0;0;0;0
US11485676B2;0;0;0;18.8;0;0;9.93;0;0;0;0.0227;26.06;25.1;0;0;0.0255;20.06;0;0;0;0
US11485676B2;0;5;0;6.1;0;0;5.11;0;4.49;0;4.49;34.88;24.29;0;0;0.0326;15.61;0;0;0;0
US11485676B2;0;5.1;0;6.09;0;0;5.1;0;4.1;0;4.08;35.69;23.49;0;0;0.0328;16.3;0;0;0;0
US11485676B2;0;5;0;6.11;0;0;7.11;0;0;0;6.99;39.87;24.29;0;0;0.0388;10.59;0;0;0;0
US11485676B2;0;5.1;0;6.09;0;0;6.2;0;0;0;7.09;40.79;23.49;0;0;0.039;11.2;0;0;0;0
US11485676B2;0;6;0;7;0;0;7;0;0;0;5.98;39;24.99;0;0;0.0348;10;0;0;0;0
US11485676B2;0;7;0;8;0;0;6;0;0;0;4.97;38.99;24.99;0;0;0.0349;10.01;0;0;0;0
US11485676B2;0;0;0;20.44;0;0;4.98;0;0;0;0.0231;28;24.52;0;0;0.0259;22.02;0;0;0;0
US11485676B2;0;0;0;15.5;0;0;7.9;0;0;0;0.0231;27.24;24.48;0;0;0.0259;25.24;0;0;0;0
US11485676B2;0;0;0;10.5;0;0;10;0;0;0;0.0231;26.48;24.48;0;0;0.026;28.49;0;0;0;0
US11485676B2;0;0;0;0.51;0;0;14.99;0;0;0;0.0232;24.98;24.48;0;0;0.0228;34.99;0;0;0;0
US11485676B2;0;0;0;0.5;0;0;15;0;0;0;0.0225;22.99;23.49;0;0;0.0221;37.98;0;0;0;0
US11485676B2;0;0;0;25.5;0;0;0;0;0;0;0;27.99;24.49;0;0;0.0256;22;0;0;0;0
US11485676B2;0;0;0;20.45;0;0;4.98;0;0;0;0.0222;25;24.52;0;0;0.0218;25.01;0;0;0;0
US11485676B2;0;0;0;20.44;0;0;4.98;0;0;0;0.0207;20.01;24.52;0;0;0.0174;30.01;0;0;0;0
US11485676B2;0;5.7;0;5.8;0;0;4;0;3;0;3.98;32.5;25;0;0;0.0284;20;0;0;0;0
US11485676B2;0;2.5;0;9;0;0;4;0;2.99;0;4;32.48;24.99;0;0;0.0314;20.01;0;0;0;0
US11485676B2;0;5.7;0;5.8;0;0;4;0;3;0;3.98;32.5;25;0;0;0.0284;20;0;0;0;0
US11485676B2;0;2.5;0;9;0;0;4;0;2.99;0;4;32.48;24.99;0;0;0.0314;20.01;0;0;0;0
US11485676B2;0;2.1;0;7.99;0;0;5.1;0;4.52;0;4.49;37.49;24.29;0;0;0.0339;10.99;3;0;0;0
US11485676B2;0;0;0;0.5;0;0;14.92;0;0;0;0.0224;22.87;23.37;0;0;0.022;38.3;0;0;0;0
US11485676B2;0;0;0;17.86;0;0;7.95;0;0;0;0.0232;28.04;24.06;0;0;0.0261;22.04;0;0;0;0
US11485676B2;0;5.7;0;5.81;0;0;4;0;2;0;3.99;32.5;25;0;0;0;21;0;0;0;0
US11485676B2;0;5.7;0;4.8;0;0;4.01;0;3;0;3.98;32.51;25;0;0;0;21;0;0;0;0
US11485676B2;0;4.7;0;4.79;0;0;4;0;3.01;0;3.99;32.51;25;0;0;2;20.01;0;0;0;0
US11485676B2;0;5.32;1;5.3;0;0;4.01;0;3.01;0;3.99;32.49;25;0;0;0;20;0;0;0;0
US11485676B2;0;4.7;2;4.8;0;0;4.01;0;3.02;0;4;32.48;24.99;0;0;0;20;0;0;0;0
US11485676B2;0;4.21;0;5.8;0;0;4;0;2.99;0;3.98;29.99;25;0;0;0.0274;24;0;0;0;0
US11485676B2;0;5.71;0;2.81;0;0;4.01;0;2.98;0;3.98;27.5;25;0;0;0.0269;28;0;0;0;0
US11485676B2;0.0146;0.2;0;1.8;0;0;4.01;0;2.98;0;8.77;30;25;0;0;0.0269;27.2;0;0;0;0
US11485676B2;0;0;0;4.59;0;0;11.78;0;0;0;0;29.31;24.99;0;0;0.0273;29.31;0;0;0;0
US11485676B2;0;0;0;9.16;0;0;8.83;0;0;0;0;28.49;24.99;0;0;0.0267;28.5;0;0;0;0
US11485676B2;0;0;0;13.76;0;0;5.89;0;0;0;0;27.67;24.99;0;0;0.0262;27.67;0;0;0;0
US11485676B2;0;6.99;0;8.24;0;0;8.49;0;0;0;0;31.96;23.34;0;0;0.0287;20.96;0;0;0;0
US11485676B2;0;7.98;0;8.26;0;0;5.49;0;2;0;0;31.95;23.33;0;0;0.0285;20.96;0;0;0;0
US11485676B2;0;7.48;0;7.73;0;0;3.99;0;1.99;0;2.65;31.91;23.28;0;0;0.0283;20.95;0;0;0;0
US11485676B2;0.0148;6.26;0;8.19;0;0.0028;4.62;0;0;0;4.24;29.94;24.79;0;0.054;0.0277;21.85;0;0;0;0
US11485676B2;0;7.99;0;7.21;0;0;6.5;0;1.99;0;0;30.96;23.35;0;0;0.0283;21.97;0;0;0;0
US11485676B2;0.0148;6.89;0;7.89;0;0.0038;4.13;0;1.97;0;2.8;30.61;23.34;0;0.0568;0.0277;22.27;0;0;0;0
US11485676B2;0;8.5;0;0;0;0;10.29;0;1.01;0;0;34.49;24.99;0;0;0.0302;20.7;0;0;0;0
US11485676B2;0;8.5;0;0;0;0;10.29;0;1.01;0;0;34.49;24.99;0;0;0.0302;20.7;0;0;0;0
US11485676B2;0;0;0;22.28;0;0;4.96;0;0;0;0;26.28;24.02;0;0;0.0252;22.44;0;0;0;0
US11485676B2;0;0;0;20.01;0;0;4.96;0;0;0;0;26.39;24.02;0;0;0.0253;24.6;0;0;0;0
US11485676B2;0;0;0;20;0;0;4.96;0;0;0;0;24;24.02;0;0;0.0215;27;0;0;0;0
US11485676B2;0;5.35;0;14.59;0;0;6.06;0;0;0;0;28;23.99;0;0;0.0268;21.99;0;0;0;0
US11485676B2;0;3.02;0;16.07;0;0;6.91;0;0;0;0;27.99;23.99;0;0;0.0265;21.99;0;0;0;0
US11485676B2;0;7.7;0;13.1;0;0;5.19;0;0;0;0;32;23.99;0;0;0.0285;18;0;0;0;0
US11485676B2;0;5.3;0;14.63;0;0;6.06;0;0;0;0;32;23.99;0;0;0.0282;17.99;0;0;0;0
US11485676B2;0;6.12;0;16.01;0;0;3.96;0;0;0;0;28.01;23.89;0;0;0.0268;21.99;0;0;0;0
US11485676B2;0;6.11;0;14.84;0;0;5.12;0;0;0;0;27.43;23.89;0;0;0.0267;22.58;0;0;0;0
US11485676B2;0;6.11;0;14.91;0;0;5.07;0;0;0;0;29.12;23.88;0;0;0.0273;20.89;0;0;0;0
US11485676B2;0;6.11;0;14.04;0;0;5.91;0;0;0;0;29.98;23.9;0;0;0.0276;20.03;0;0;0;0
US11485676B2;0;6.11;0;12.01;0;0;7.94;0;0;0;0;27.63;23.91;0;0;0.027;22.38;0;0;0;0
US11485676B2;0;12.5;0;7.5;0;0;5;0;0;0;0;31.47;23.5;0;0;0.0292;20;0;0;0;0
US11485676B2;0;12.26;0;7.26;0;0;5;0;0;0;0;30.77;23.26;0;0;0.0289;21.42;0;0;0;0
US11485676B2;0;12.27;0;7.25;0;0;5;0;0;0;0;31.38;23.26;0;0;0.0291;20.81;0;0;0;0
US11485676B2;0;12.29;0;7.29;0;0;4.99;0;0;0;0;32.12;23.28;0;0;0.0294;20;0;0;0;0
US11485676B2;0;12.03;0;7.02;0;0;4.99;0;0;0;0;30.82;22.94;0;0;0.0289;22.17;0;0;0;0
US11485676B2;0;12.03;0;7.02;0;0;5;0;0;0;0;31.45;22.94;0;0;0.0291;21.53;0;0;0;0
US11485676B2;0;7.99;0;9.07;0;0;2.15;0;3.71;0;2.14;31.99;23.94;0;0;0.0283;18.97;0;0;0;0
US11485676B2;0;8;0;9.02;0;0;4.02;0;3.98;0;0;31.99;23.97;0;0;0.0284;18.98;0;0;0;0
US11485676B2;0;8;0;9.1;0;0;2.14;0;2.1;0;3.76;31.98;23.91;0;0;0.0284;18.97;0;0;0;0
US11485676B2;0;8.01;3.58;9.01;0;0;8;0;0;0;0;31;23.98;0;0;0.0271;16.4;0;0;0;0
US11485676B2;0;12.5;0;7.5;0;0;5;0;0;0;0;31.49;23.5;0;0;0.0292;19.98;0;0;0;0
US11485676B2;0;12.27;0;7.26;0;0;5;0;0;0;0;30.79;23.25;0;0;0.0289;21.41;0;0;0;0
US11485676B2;0;12.27;0;7.25;0;0;5;0;0;0;0;31.4;23.26;0;0;0.0291;20.79;0;0;0;0
US11485676B2;0;12.28;0;7.29;0;0;4.99;0;0;0;0;32.14;23.27;0;0;0.0294;20;0;0;0;0
US11485676B2;0;13.95;0;2.21;0;0;6.93;0;1.04;0;0;31.51;23.34;0;0;0.0296;20.99;0;0;0;0
US11485676B2;0;13.96;0;2.21;0;0;6.13;0;1.85;0;0;31.5;23.33;0;0;0.0295;21;0;0;0;0
US11485676B2;0;12.3;0;3.86;0;0;6.95;0;1.03;0;0;31.49;23.35;0;0;0.0293;20.99;0;0;0;0
US11485676B2;0;10.3;0;5.89;0;0;8;0;0;0;0;31.47;23.35;0;0;0.029;20.97;0;0;0;0
US11485676B2;0;13.81;0;2.37;0;0;5.16;0;2.82;0;0;31.5;23.33;0;0;0.0293;20.99;0;0;0;0
US11485676B2;0;12.04;0;4.13;0;0;6.02;0;1.99;0;0;31.47;23.33;0;0;0.0291;20.98;0;0;0;0
US11485676B2;0;10.31;0;5.86;0;0;6.88;0;1.12;0;0;31.47;23.35;0;0;0.0289;20.98;0;0;0;0
US11485676B2;0;8.04;0;8.15;0;0;7.99;0;0;0;0;31.46;23.38;0;0;0.0286;20.96;0;0;0;0
US11485676B2;0;14.78;0;2.25;0;0;6.15;0;1.86;0;0;33.97;23.98;0;0;0.0305;16.98;0;0;0;0
US11485676B2;0;13.14;0;3.91;0;0;6.94;0;1.06;0;0;33.97;23.96;0;0;0.0303;16.98;0;0;0;0
US11485676B2;0;14.64;0;2.39;0;0;5.18;0;2.8;0;0;33.98;23.98;0;0;0.0303;17;0;0;0;0
US11485676B2;0;12.89;0;4.18;0;0;6.04;0;1.95;0;0;33.97;23.96;0;0;0.0301;16.98;0;0;0;0
US11485676B2;0;11.19;0;5.89;0;0;6.9;0;1.11;0;0;33.96;23.95;0;0;0.0299;16.98;0;0;0;0
US11485676B2;0;8.98;0;8.15;0;0;7.98;0;0;0;0;33.95;23.93;0;0;0.0297;16.98;0;0;0;0
US11485676B2;0;9.51;0;8.24;0;0;5.5;0;1.01;0;0;31.96;22.79;0;0;0.0288;20.96;0;0;0;0
